"","edu_tokens","scored_rst_trees","grade_level","document"
"0","[['WestJet', 'Airlines', ""'"", 'annual', '""', 'Christmas', 'Miracle', '""', 'videos', ','], ['which', 'capture', 'employees', 'providing', 'much-needed', 'holiday', 'cheer', 'to', 'those', 'in', 'need', ','], ['are', 'legendary', '.'], ['Past', '""', 'miracles', '""'], ['include', 'flying', 'in', 'gifts'], ['and', 'snow', 'to', 'the', 'Dominican', 'Republic'], ['and', 'hosting', 'a', 'holiday', 'party', 'for', 'a', 'town'], ['devastated', 'by', 'a', 'forest', 'fire', '.'], ['In', '2020', ',', 'WestJet', 'employees', 'delivered', '12', ',', '000', 'care', 'packages', 'with', 'essentials', 'and', 'gifts', 'to', 'families'], ['hurt', 'by', 'the', 'COVID-19', 'pandemic', '.'], ['This', 'year', ',', 'the', 'company', 'wants', 'to', 'reunite', 'families', 'for', 'the', 'holidays', '.'], ['In', 'the', 'video', ','], ['released', 'on', 'December', '6', ',', '2021', ','], ['WestJet', 'employees', 'pose', 'as', 'documentary', 'filmmakers', '.'], ['They', 'ask', 'unsuspecting', 'passersby', 'what', 'Christmas', 'tradition', 'they', 'missed', 'the', 'most', 'in', '2020', '.'], ['Not', 'surprisingly', ',', 'for', 'the', 'majority', ',', 'it', 'was', 'getting', 'together', 'with', 'loved', 'ones', '.'], ['Following', 'the', '""', 'interview', ',', '""', 'a', 'WestJet', 'employee', ','], ['wearing', 'the', 'company', ""'s"", 'signature', 'blue', 'Santa', 'hat', ',', 'emerges', 'from', 'the', 'back', 'with', 'free', 'airline', 'tickets', 'to', 'their', 'desired', 'destination', '.'], ['Be', 'sure', 'to', 'have', 'some', 'tissues', 'handy'], ['before', 'you', 'watch', 'the', 'tear-jerking', 'footage', '!']]","[{'score': -22.92255293177621, 'tree': '(ROOT (nucleus:span (nucleus:span (nucleus:same-unit (nucleus:span (text 0)) (satellite:elaboration (text 1))) (nucleus:same-unit (text 2))) (satellite:elaboration (nucleus:same-unit (nucleus:span (text 3)) (satellite:elaboration (nucleus:joint (text 4)) (nucleus:joint (text 5)))) (nucleus:same-unit (nucleus:span (text 6)) (satellite:elaboration (text 7))))) (satellite:elaboration (nucleus:span (nucleus:span (text 8)) (satellite:elaboration (text 9))) (satellite:elaboration (nucleus:span (text 10)) (satellite:elaboration (nucleus:span (nucleus:same-unit (nucleus:span (text 11)) (satellite:elaboration (text 12))) (nucleus:same-unit (text 13))) (satellite:elaboration (nucleus:span (text 14)) (satellite:elaboration (nucleus:span (text 15)) (satellite:elaboration (nucleus:span (nucleus:span (text 16)) (satellite:elaboration (text 17))) (satellite:elaboration (nucleus:span (text 18)) (satellite:elaboration (text 19))))))))))'}]","1","WestJet Airlines' annual ""Christmas Miracle"" videos, which capture employees providing much-needed holiday cheer to those in need, are legendary. Past ""miracles"" include flying in gifts and snow to the Dominican Republic and hosting a holiday party for a town devastated by a forest fire. In 2020, WestJet employees delivered 12,000 care packages with essentials and gifts to families hurt by the COVID-19 pandemic. This year, the company wants to reunite families for the holidays. In the video, released on December 6, 2021, WestJet employees pose as documentary filmmakers. They ask unsuspecting passersby what Christmas tradition they missed the most in 2020. Not surprisingly, for the majority, it was getting together with loved ones. Following the ""interview,"" a WestJet employee, wearing the company's signature blue Santa hat, emerges from the back with free airline tickets to their desired destination. Be sure to have some tissues handy before you watch the tear-jerking footage!"
"1","[['The', 'school', 'day', 'had', 'just', 'ended', 'at', 'Isaac', 'Dickson', 'Elementary', 'School', 'in', 'Asheville', ',', 'North', 'Carolina', '.'], ['Most', 'students', 'had', 'left', ','], ['and', 'the', 'ones', 'in', 'the', 'school', ""'s"", '""', 'supervised', 'homework', 'help', '""', 'program', 'were', 'inside', 'the', 'campus', '.'], ['Fifth-grade', 'teacher', 'Betsie', 'Stockslager', 'Emry', 'was', 'also', 'heading', 'home'], ['when', 'she', 'noticed', 'two', 'playful', 'black', 'bears'], ['entering', 'the', 'empty', 'playground', '.'], ['What', 'happened', 'next', 'will', 'bring', 'a', 'smile', 'to', 'your', 'face', '.'], ['The', 'video', 'footage', ','], ['captured', 'by', 'Emry', 'on', 'September', '24', ',', '2021', ','], ['begins', 'with', 'the', 'mamma', 'bear'], ['demonstrating', 'a', 'slide'], ['by', 'going', 'down', 'on', 'it', 'herself', '.'], ['She', 'then', 'tries', 'to', 'coax', 'the', 'cub'], ['to', 'do', 'the', 'same', '.'], ['The', 'bigger', 'slide', 'was', 'too', 'daunting', '.'], ['But', 'the', 'baby', 'carefully', 'came', 'down', 'the', 'smaller', 'slide'], ['and', 'was', 'quickly', 'grabbed', 'by', 'the', 'proud', 'mother', ','], ['who', 'was', 'waiting', 'at', 'the', 'end', '.'], ['The', 'heartwarming', 'scene'], ['ended', 'with', 'them', 'hugging', 'and', 'celebrating', 'the', 'special', 'moment', '.'], ['Though', 'this', 'is', 'the', 'first', 'time'], ['the', 'black', 'bears', 'have', 'been', 'caught', 'frolicking', 'in', 'the', 'playground', ','], ['they', 'are', 'not', 'an', 'unusual', 'sight', 'at', 'the', 'campus', '.'], ['""', 'We', 'often', 'have', 'bears', 'visit', ':'], ['our', 'school', 'is', 'in', 'downtown', 'Asheville', ','], ['and', 'the', 'students', 'are', 'used', 'to', 'going', 'into', 'a', 'perimeter'], ['lockdown'], ['when', 'the', 'families', 'show', ',', '""', 'Emry', 'told', 'McClatchy', 'News', '.']]","[{'score': -36.81092519427557, 'tree': '(ROOT (nucleus:span (nucleus:span (text 0)) (satellite:elaboration (nucleus:joint (text 1)) (nucleus:joint (text 2)))) (satellite:elaboration (nucleus:span (nucleus:span (text 3)) (satellite:elaboration (nucleus:span (text 4)) (satellite:elaboration (text 5)))) (satellite:elaboration (nucleus:span (text 6)) (satellite:elaboration (nucleus:same-unit (nucleus:span (text 7)) (satellite:elaboration (text 8))) (nucleus:same-unit (nucleus:span (nucleus:same-unit (nucleus:span (text 9)) (satellite:elaboration (text 10))) (nucleus:same-unit (text 11))) (satellite:elaboration (satellite:contrast (nucleus:span (nucleus:span (text 12)) (satellite:enablement (text 13))) (satellite:elaboration (text 14))) (nucleus:span (nucleus:span (nucleus:span (nucleus:span (text 15)) (satellite:elaboration (nucleus:span (text 16)) (satellite:elaboration (text 17)))) (satellite:elaboration (nucleus:span (text 18)) (satellite:attribution (text 19)))) (satellite:elaboration (nucleus:span (nucleus:same-unit (nucleus:span (text 20)) (satellite:elaboration (text 21))) (nucleus:same-unit (text 22))) (satellite:elaboration (nucleus:span (nucleus:span (nucleus:span (text 23)) (satellite:elaboration (text 24))) (satellite:elaboration (nucleus:span (text 25)) (satellite:elaboration (text 26)))) (satellite:attribution (text 27)))))))))))'}]","1","The school day had just ended at Isaac Dickson Elementary School in Asheville, North Carolina. Most students had left, and the ones in the school's ""supervised homework help"" program were inside the campus. Fifth-grade teacher Betsie Stockslager Emry was also heading home when she noticed two playful black bears entering the empty playground. What happened next will bring a smile to your face. The video footage, captured by Emry on September 24, 2021, begins with the mamma bear demonstrating a slide by going down on it herself. She then tries to coax the cub to do the same. The bigger slide was too daunting. But the baby carefully came down the smaller slide and was quickly grabbed by the proud mother, who was waiting at the end. The heartwarming scene ended with them hugging and celebrating the special moment. Though this is the first time the black bears have been caught frolicking in the playground, they are not an unusual sight at the campus. ""We often have bears visit: our school is in downtown Asheville, and the students are used to going into a perimeter lockdown when the families show,"" Emry told McClatchy News."
"2","[['Gorillas', ','], ['which', 'can', 'weigh', 'as', 'much', 'as', '400', 'pounds', ','], ['are', 'the', 'largest', 'of', 'the', 'great', 'apes', ',', 'a', 'family', 'of', 'primates'], ['that', 'include', 'bonobos', ',', 'chimpanzees', ',', 'and', 'orangutans', '.'], ['Despite', 'their', 'size', ','], ['the', 'intelligent', 'mammals', 'are', 'known', 'to', 'be', 'surprisingly', 'gentle', '.'], ['Evidence', 'of', 'the', 'animals', ""'"", 'kind', 'nature', 'was', 'recently', 'caught', 'on', 'tape', 'at', 'a', 'zoo', 'in', 'New', 'South', 'Wales', ',', 'Australia', '.'], ['On', 'November', '10', ',', '2020', ',', 'visitors', 'close', 'to', 'the', 'primate', 'enclosure'], ['noticed', 'a', 'large', 'gorilla', 'making', 'its', 'way', 'towards', 'a', 'tiny', 'injured', 'bird'], ['lying', 'in', 'the', 'grass', '.'], ['The', 'massive', 'animal', 'lay', 'alongside', 'the', 'stricken', 'creature', 'for', 'a', 'few', 'seconds'], ['and', 'then', 'gently', 'began', 'to', 'nudge', 'it', 'forward', ','], ['as', 'if', 'encouraging', 'the', 'bird', 'to', 'fly', 'again', '.'], ['Though', 'the', 'thoughtful', 'gesture', 'did', 'cause', 'the', 'bird'], ['to', 'flap', 'its', 'wings', ','], ['it', 'was', 'unable', 'to', 'take', 'flight', '.'], ['After', 'realizing', 'there', 'was', 'nothing'], ['it', 'could', 'do', 'to', 'help', ',', 'the', 'gorilla', 'turned', 'around'], ['and', 'walked', 'away', '.'], ['This', 'is', 'not', 'the', 'first', 'time'], ['zoo', 'visitors', 'have', 'witnessed', 'the', 'primates', ""'"", 'humane', 'behavior', '.'], ['In', '1996', ',', 'a', 'female', 'gorilla', 'at', 'the', 'Brookfield', 'Zoo', 'outside', 'of', 'Chicago', ',', 'Illinois', ',', 'carefully', 'lifted', 'a', 'three-year-old', 'boy', ','], ['who', 'had', 'fallen', 'into', 'the', 'enclosure'], ['and', 'safely', 'delivered', 'him', 'to', 'zoo', 'keepers'], ['waiting', 'near', 'the', 'door', '.']]","[{'score': -27.363796587747647, 'tree': '(ROOT (nucleus:span (nucleus:same-unit (nucleus:span (text 0)) (satellite:elaboration (text 1))) (nucleus:same-unit (nucleus:span (text 2)) (satellite:elaboration (text 3)))) (satellite:elaboration (nucleus:span (satellite:background (text 4)) (nucleus:span (text 5))) (satellite:elaboration (nucleus:span (text 6)) (satellite:elaboration (nucleus:span (text 7)) (satellite:elaboration (nucleus:span (nucleus:span (text 8)) (satellite:elaboration (text 9))) (satellite:elaboration (nucleus:span (nucleus:span (nucleus:joint (text 10)) (nucleus:joint (text 11))) (satellite:condition (text 12))) (satellite:elaboration (nucleus:span (nucleus:same-unit (nucleus:span (text 13)) (satellite:elaboration (text 14))) (nucleus:same-unit (text 15))) (satellite:elaboration (nucleus:span (satellite:background (text 16)) (nucleus:span (nucleus:joint (text 17)) (nucleus:joint (text 18)))) (satellite:elaboration (nucleus:span (nucleus:span (text 19)) (satellite:elaboration (text 20))) (satellite:elaboration (nucleus:span (text 21)) (satellite:elaboration (nucleus:joint (text 22)) (nucleus:joint (nucleus:span (text 23)) (satellite:elaboration (text 24))))))))))))))'}]","1","Gorillas, which can weigh as much as 400 pounds, are the largest of the great apes, a family of primates that include bonobos, chimpanzees, and orangutans. Despite their size, the intelligent mammals are known to be surprisingly gentle. Evidence of the animals' kind nature was recently caught on tape at a zoo in New South Wales, Australia. On November 10, 2020, visitors close to the primate enclosure noticed a large gorilla making its way towards a tiny injured bird lying in the grass. The massive animal lay alongside the stricken creature for a few seconds and then gently began to nudge it forward, as if encouraging the bird to fly again. Though the thoughtful gesture did cause the bird to flap its wings, it was unable to take flight. After realizing there was nothing it could do to help, the gorilla turned around and walked away. This is not the first time zoo visitors have witnessed the primates' humane behavior. In 1996, a female gorilla at the Brookfield Zoo outside of Chicago, Illinois, carefully lifted a three-year-old boy, who had fallen into the enclosure and safely delivered him to zoo keepers waiting near the door."
"3","[['While', 'giant', 'panda', 'cubs', 'are', 'always', 'popular', ','], ['22-year-old', 'Mei', 'Xiang', ""'s"", 'latest', 'offspring', ','], ['born', 'at', 'the', 'Smithsonian', ""'s"", 'National', 'Zoo', 'on', 'August', '21', ',', '2020', ',', 'is', 'particularly', 'so', '.'], ['The', 'daily', 'live-stream', 'of', 'the', 'adorable', 'male', 'cub', ','], ['whose', 'birth', 'brought', 'much-needed', 'cheer', 'during', 'the', 'COVID-19', 'pandemic', ','], ['has', 'garnered', 'over', 'a', 'million', 'virtual', 'visitors', '.'], ['Hence', ',', 'it', 'is', 'only', 'fitting'], ['that', 'zoo', 'officials', 'are', 'asking', 'fans'], ['to', 'help', 'name', 'the', 'precious', '12-week-old', '.'], ['Those', 'wishing', 'to', 'participate', 'can', 'visit', 'the', 'National', 'Zoo', ""'s"", 'website'], ['and', 'choose', 'from', 'one', 'of', 'four', 'names'], ['selected', 'by', 'the', 'Zoo', 'and', 'Chinese', 'partners', '.'], ['They', 'include', 'Fu', 'Zai'], ['(', 'Mandarin', 'Chinese', 'for', '""', 'prosperous', 'boy', '""', ')', ',', 'Xiao', 'Qi', 'ji'], ['(', 'Mandarin', 'Chinese', 'for', '""', 'little', 'miracle', '""', ')', ',', 'Xing', 'Fu'], ['(', 'Mandarin', 'Chinese', 'for', '""', 'happy', 'and', 'prosperous', '""', ')', ','], ['and', 'Zai', 'Zai'], ['(', 'a', 'traditional', 'Mandarine', 'Chinese', 'nickname', 'for', 'a', 'boy', ')', '.'], ['Fans', 'can', 'vote', 'for', 'their', 'favorite', 'name', 'once', 'per', 'day', 'from', 'November', '16', ',', '2020', ',', 'to', 'Nov.', '20', ',', '2020', '.'], ['The', 'most', 'popular', 'name', 'will', 'be', 'announced', 'and', 'bestowed', 'on', 'the', 'cub', 'on', 'November', '23', ',', '2020', '.'], ['Be', 'sure', 'to', 'get', 'your', 'vote', 'in', 'today', '!']]","[{'score': -27.04012449860609, 'tree': '(ROOT (nucleus:span (nucleus:same-unit (nucleus:span (text 0)) (satellite:elaboration (text 1))) (nucleus:same-unit (text 2))) (satellite:elaboration (nucleus:span (nucleus:span (nucleus:same-unit (nucleus:span (text 3)) (satellite:elaboration (text 4))) (nucleus:same-unit (text 5))) (satellite:elaboration (nucleus:span (satellite:attribution (text 6)) (nucleus:span (nucleus:span (text 7)) (satellite:enablement (text 8)))) (satellite:elaboration (nucleus:joint (text 9)) (nucleus:joint (nucleus:span (text 10)) (satellite:elaboration (text 11)))))) (satellite:elaboration (nucleus:span (nucleus:span (text 12)) (satellite:elaboration (nucleus:same-unit (nucleus:span (text 13)) (satellite:elaboration (nucleus:same-unit (nucleus:span (text 14)) (satellite:elaboration (text 15))) (nucleus:same-unit (text 16)))) (nucleus:same-unit (text 17)))) (satellite:elaboration (nucleus:span (nucleus:span (text 18)) (satellite:elaboration (text 19))) (nucleus:span (text 20))))))'}]","1","While giant panda cubs are always popular, 22-year-old Mei Xiang's latest offspring, born at the Smithsonian's National Zoo on August 21, 2020, is particularly so. The daily live-stream of the adorable male cub, whose birth brought much-needed cheer during the COVID-19 pandemic, has garnered over a million virtual visitors. Hence, it is only fitting that zoo officials are asking fans to help name the precious 12-week-old. Those wishing to participate can visit the National Zoo's website and choose from one of four names selected by the Zoo and Chinese partners. They include Fu Zai (Mandarin Chinese for ""prosperous boy""), Xiao Qi ji (Mandarin Chinese for ""little miracle""), Xing Fu (Mandarin Chinese for ""happy and prosperous""), and Zai Zai (a traditional Mandarine Chinese nickname for a boy). Fans can vote for their favorite name once per day from November 16, 2020, to Nov. 20, 2020. The most popular name will be announced and bestowed on the cub on November 23, 2020. Be sure to get your vote in today!"
"4","[['Since', '2012', ',', 'Canadaâ€™s', 'WestJet', 'Airlines', 'has', 'been', 'delighting', 'unsuspecting', 'customers', 'with', 'well-deserved', 'Christmas', 'cheer', '.'], ['The', 'gifts', ','], ['usually', 'restricted', 'to', 'the', 'passengers', 'of', 'two', 'or', 'three', 'late', 'night', 'flights', ','], ['have', 'ranged', 'from', 'iPods', 'to', 'fulfilling', 'even', 'the', 'most', 'exorbitant', 'gift', 'requests', '.'], ['In', 'December', '2017', ',', 'the', 'company', 'upped', 'the', 'ante'], ['by', 'organizing', 'a', 'dozen', 'surprise', 'events'], ['to', 'delight', 'the', 'passengers'], ['traveling', 'on', 'twelve', 'flights'], ['departing', 'from', 'various', 'Canadian', 'cities', '.'], ['To', 'help', 'them', 'come', 'up', 'with', 'imaginative', 'ideas', ','], ['the', 'company', 'recruited', 'kids', 'from', 'the', 'Boys', 'and', 'Girls', 'Club', 'of', 'Canada', '.'], ['As', 'you', 'can', 'guess', ','], ['the', 'suggestions', ','], ['while', 'amazing', ','], ['were', 'not', 'easy', 'to', 'implement', '.'], ['However', ',', 'WestJet', 'officials', 'were', 'up', 'for', 'the', 'challenge', ','], ['making', 'even', 'the', 'most', 'impossible-sounding', 'suggestions', ','], ['which', 'included', 'building', 'a', 'life-sized', 'snow', 'globe', ',', 'a', 'live', 'ballet', 'airport', 'performance', ',', 'and', 'even', 'a', 'sit-down', 'Christmas', 'meal', 'for', 'the', 'entire', 'flight', 'at', 'the', 'baggage', 'carousel', ',', 'come', 'true', '!'], ['As', 'if', 'that', 'was', 'not', 'enough', ','], ['the', 'celebrations', 'were', 'accompanied', 'by', 'a', 'gift', 'for', 'every', 'passenger', 'lucky', 'enough', 'to', 'be', 'traveling', 'in', 'one', 'of', 'the', 'twelve'], ['randomly', 'chosen', 'flights', '.'], ['The', 'best', 'part', 'is', ','], ['the', 'kids'], ['who', 'came', 'up', 'with', 'the', 'ideas', 'were', 'also', 'able', 'to', 'participate'], ['and', 'see', 'their', 'Christmas', 'dream', 'come', 'true', '.'], ['Resources', ':', 'westjet.com']]","[{'score': -33.274281116256354, 'tree': '(ROOT (nucleus:span (text 0)) (satellite:elaboration (nucleus:span (nucleus:same-unit (nucleus:span (text 1)) (satellite:elaboration (text 2))) (nucleus:same-unit (text 3))) (satellite:elaboration (nucleus:span (nucleus:span (text 4)) (satellite:mannermeans (nucleus:span (text 5)) (satellite:elaboration (nucleus:span (text 6)) (satellite:elaboration (nucleus:span (text 7)) (satellite:elaboration (text 8)))))) (satellite:elaboration (nucleus:span (satellite:enablement (text 9)) (nucleus:span (text 10))) (satellite:elaboration (nucleus:span (nucleus:same-unit (nucleus:span (text 11)) (satellite:elaboration (text 12))) (nucleus:same-unit (text 13))) (satellite:elaboration (nucleus:span (text 14)) (satellite:elaboration (nucleus:span (text 15)) (satellite:elaboration (nucleus:span (text 16)) (satellite:elaboration (nucleus:span (text 17)) (satellite:elaboration (nucleus:span (satellite:background (text 18)) (nucleus:span (nucleus:span (text 19)) (satellite:elaboration (text 20)))) (satellite:elaboration (nucleus:span (nucleus:same-unit (nucleus:span (text 21)) (satellite:elaboration (text 22))) (nucleus:same-unit (text 23))) (satellite:elaboration (nucleus:span (text 24)) (satellite:elaboration (text 25))))))))))))))'}]","1","Since 2012, Canada’s WestJet Airlines has been delighting unsuspecting customers with well-deserved Christmas cheer. The gifts, usually restricted to the passengers of two or three late night flights, have ranged from iPods to fulfilling even the most exorbitant gift requests. In December 2017, the company upped the ante by organizing a dozen surprise events to delight the passengers traveling on twelve flights departing from various Canadian cities. To help them come up with imaginative ideas, the company recruited kids from the Boys and Girls Club of Canada. As you can guess, the suggestions, while amazing, were not easy to implement. However, WestJet officials were up for the challenge, making even the most impossible-sounding suggestions, which included building a life-sized snow globe, a live ballet airport performance, and even a sit-down Christmas meal for the entire flight at the baggage carousel, come true! As if that was not enough, the celebrations were accompanied by a gift for every passenger lucky enough to be traveling in one of the twelve randomly chosen flights. The best part is, the kids who came up with the ideas were also able to participate and see their Christmas dream come true. Resources: westjet.com"
"5","[['While', 'a', 'wild', 'cat'], ['chasing', 'down', 'prey', 'sounds', 'perfectly', 'reasonable', ','], ['one'], ['who', 'sprints', 'to', 'fetch', 'sticks', 'might', 'seem', 'a', 'little', 'bizarre', '.'], ['However', ',', 'that', 'is', 'precisely', 'what', 'Serabie', ',', 'a', 'rescued', 'adult', 'lioness', 'at', 'the', 'Emoya', 'Big', 'Cat', 'Sanctuary', 'in', 'South', 'Africaâ€™s', 'Limpopo', 'province', ',', 'loves', 'to', 'do', '.'], ['In', 'the', 'recently', 'released', 'video', ',', 'the', 'beautiful', 'lionessâ€™s', 'keeper', 'is', 'seen', 'tossing', 'sticks', 'over', 'the', 'fence'], ['for', 'Serabie', 'to', 'retrieve', '.'], ['To', 'the', 'utter', 'bewilderment', 'of', 'her', 'male', 'counterparts', ',', 'Tau', 'and', 'Raka', ',', 'the', 'majestic', 'animal', 'chases', 'down', 'each', 'one', 'with', 'a', 'ferocity', 'the', 'cats', 'usually', 'reserve', 'for', 'hunting', '.'], ['In', 'one', 'instance', ',', 'Serabie', 'even', 'climbs', 'up', 'a', 'seemingly', 'fragile', 'tree'], ['to', 'claim', 'the', 'precious', 'twig', '.'], ['While', 'there', 'is', 'no', 'information', 'on', 'how', 'the', 'wild', 'cat', 'acquired', 'her', 'fetching', 'skills', 'or', 'how', 'her', 'keeper', 'stumbled', 'upon', 'them', ','], ['she', 'is', 'better', 'at', 'it', 'than', 'most', 'dogs', '.'], ['Resources', ':', 'ksl.com', ',', 'abcnews.com', '.']]","[{'score': -14.911272949458281, 'tree': '(ROOT (nucleus:span (nucleus:same-unit (nucleus:span (nucleus:span (text 0)) (satellite:elaboration (text 1))) (satellite:elaboration (text 2))) (nucleus:same-unit (text 3))) (satellite:elaboration (nucleus:span (text 4)) (satellite:elaboration (nucleus:span (nucleus:span (text 5)) (satellite:elaboration (text 6))) (satellite:elaboration (nucleus:span (text 7)) (satellite:elaboration (nucleus:span (nucleus:span (text 8)) (satellite:elaboration (text 9))) (satellite:elaboration (nucleus:span (text 10)) (satellite:elaboration (nucleus:span (text 11)) (satellite:elaboration (text 12)))))))))'}]","1","While a wild cat chasing down prey sounds perfectly reasonable, one who sprints to fetch sticks might seem a little bizarre. However, that is precisely what Serabie, a rescued adult lioness at the Emoya Big Cat Sanctuary in South Africa’s Limpopo province, loves to do. In the recently released video, the beautiful lioness’s keeper is seen tossing sticks over the fence for Serabie to retrieve. To the utter bewilderment of her male counterparts, Tau and Raka, the majestic animal chases down each one with a ferocity the cats usually reserve for hunting. In one instance, Serabie even climbs up a seemingly fragile tree to claim the precious twig. While there is no information on how the wild cat acquired her fetching skills or how her keeper stumbled upon them, she is better at it than most dogs. Resources: ksl.com, abcnews.com."
"6","[['This', 'past', 'weekend', ',', 'over', 'a', 'million', 'San', 'Francisco', 'Bay', 'Area', 'residents', 'flocked', 'to', 'the', 'cityâ€™s', 'waterfront'], ['to', 'watch', 'the', 'impressive', 'airshows'], ['staged', 'by', 'the', 'Blue', 'Angels', ',', 'the', 'US', 'Navyâ€™s', 'flight', 'demonstration', 'squadron'], ['that', 'comprises', 'aviators', 'from', 'both', 'the', 'Navy', 'and', 'the', 'Marines', '.'], ['They', 'were', 'not', 'disappointed', '.'], ['The', 'six', 'expert', 'fighter', 'pilots', ','], ['who', 'spent', 'hundreds', 'of', 'hours'], ['practicing', 'the', 'routines', 'before', 'the', 'public', 'show', ',', 'began', 'with', 'maneuvers'], ['that', 'were', 'far', 'apart', 'from', 'each', 'other', '.'], ['Once', 'warmed', 'up', ','], ['they', 'started', 'flying', 'in', 'perfect', 'formations', 'and', ',', 'at', 'various', 'points', 'during', 'the', 'airshow', ','], ['the', 'airplanes', 'were', 'a', 'mere', '18', 'inches', 'away', 'from', 'one', 'another', '!'], ['In', 'addition', 'to', 'the', 'Blue', 'Angels', ',', 'visitors', 'were', 'also', 'treated', 'to', 'air', 'show', 'performances', 'by', 'Leap', 'Frogs', ',', 'Air', 'Force', 'F16', ',', 'the', 'Canadian', 'Snowbirds', 'and', 'even', 'United', 'Airlines', '!'], ['The', 'spectacular', 'aeronautic', 'displays', ','], ['which', 'mesmerized', 'visitors', 'from', '2', ':', '00-4', ':'], ['00', 'pm', 'on', 'Friday', ',', 'Saturday', ',', 'and', 'Sunday', ',', 'were', 'part', 'of', 'the', 'Fleet', 'Week', 'celebrations'], ['held', 'from', 'October', '1', '-', '9', '.'], ['An', 'annual', 'San', 'Francisco', 'tradition', 'since', '1981', ',', 'the', 'event', 'offers', 'civilians', 'the', 'rare', 'opportunity'], ['to', 'tour', 'active', 'amphibious', 'carriers', ',', 'destroyers', ',', 'and', 'cruisers'], ['and', 'meet', 'with', 'the', 'brave', 'men', 'and', 'women', 'of', 'the', 'US', 'Navy', ',', 'Marine', 'Corps', ',', 'and', 'Coast', 'Guard', '.'], ['Resources', ':', 'sftourismtips.com', ',', 'fleetweeksf.org']]","[{'score': -24.28930307616689, 'tree': '(ROOT (nucleus:span (text 0)) (satellite:elaboration (nucleus:span (nucleus:span (text 1)) (satellite:elaboration (nucleus:span (text 2)) (satellite:elaboration (text 3)))) (satellite:elaboration (nucleus:span (text 4)) (satellite:elaboration (nucleus:span (nucleus:same-unit (nucleus:span (text 5)) (satellite:elaboration (text 6))) (nucleus:same-unit (nucleus:span (text 7)) (satellite:elaboration (text 8)))) (satellite:elaboration (nucleus:span (text 9)) (satellite:elaboration (nucleus:span (text 10)) (satellite:elaboration (nucleus:span (text 11)) (satellite:elaboration (nucleus:span (nucleus:span (text 12)) (satellite:elaboration (nucleus:span (text 13)) (satellite:elaboration (nucleus:span (text 14)) (satellite:elaboration (nucleus:span (text 15)) (satellite:elaboration (text 16)))))) (satellite:elaboration (nucleus:span (nucleus:span (nucleus:span (text 17)) (satellite:elaboration (text 18))) (satellite:elaboration (text 19))) (satellite:elaboration (text 20)))))))))))'}]","1","This past weekend, over a million San Francisco Bay Area residents flocked to the city’s waterfront to watch the impressive airshows staged by the Blue Angels, the US Navy’s flight demonstration squadron that comprises aviators from both the Navy and the Marines. They were not disappointed. The six expert fighter pilots, who spent hundreds of hours practicing the routines before the public show, began with maneuvers that were far apart from each other. Once warmed up, they started flying in perfect formations and, at various points during the airshow, the airplanes were a mere 18 inches away from one another! In addition to the Blue Angels, visitors were also treated to air show performances by Leap Frogs, Air Force F16, the Canadian Snowbirds and even United Airlines! The spectacular aeronautic displays, which mesmerized visitors from 2:00-4:00 pm on Friday, Saturday, and Sunday, were part of the Fleet Week celebrations held from October 1 - 9. An annual San Francisco tradition since 1981, the event offers civilians the rare opportunity to tour active amphibious carriers, destroyers, and cruisers and meet with the brave men and women of the US Navy, Marine Corps, and Coast Guard. Resources: sftourismtips.com, fleetweeksf.org"
